ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_end,shuffle,skipped,count
2022-12-17T00:39:03Z,desktop,4353,Wild Flower (with youjeen),RM,Indigo,spotify:track:5p8ThxM2OhJ0igfxkz0Z1q,fwdbtn,True,True,2
2023-08-02T15:32:20Z,desktop,22430,Surf,TO1,RE:BORN,spotify:track:5kF0wJaotFHu8pCn3LgZvk,endplay,True,True,2
2023-03-21T05:35:25Z,desktop,93251,Worst of You,Maisie Peters,Worst of You,spotify:track:54iSfkh69fxhnSNrgvTEBp,endplay,True,True,2
2023-08-05T01:46:05Z,desktop,1126,THANKS,SEVENTEEN,SEVENTEEN SPECIAL ALBUM 'DIRECTOR'S CUT’,spotify:track:7cbZIBLhfD9taMBgEsIhIp,endplay,True,True,2
2023-08-05T01:49:52Z,desktop,4121,Pray (I'll be your man),BTOB,NEW MEN,spotify:track:1wpshV27JxfmAApoclaNAh,endplay,True,True,2
2023-06-19T19:39:06Z,desktop,4718,Thief,Ansel Elgort,Thief,spotify:track:3BtA1koBtnClfirgg4BpjI,backbtn,True,True,2
2023-06-19T20:02:40Z,desktop,0,Broken Road,AK,Broken Road,spotify:track:1iqvFYX8HSdxuWtY02bbwE,endplay,True,True,2
2023-06-22T15:11:36Z,phone,12501,Love You For A Long Time,Maggie Rogers,Love You For A Long Time,spotify:track:6QTPacyXkZWG9FMwq6L1hJ,endplay,False,True,2
2023-06-22T15:11:43Z,phone,7082,Say It,Maggie Rogers,Heard It In A Past Life,spotify:track:6PyZGb1rB7oLKCICWTmGYa,endplay,False,True,2
2022-11-24T03:41:49Z,desktop,4237,Carry On,fun.,Some Nights,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,endplay,True,True,2
2023-08-02T15:30:08Z,desktop,27968,Mr. Obscurity from Earth,LEE SEUNG YOON,How Pretty the Moon is,spotify:track:0bD7cE442YhytG6RiQ8IeN,endplay,True,True,2
2023-12-20T19:35:57Z,desktop,155665,vampire,Olivia Rodrigo,GUTS,spotify:track:1kuGVB7EU95pJObxwvfwKS,fwdbtn,True,True,2
2023-08-05T01:42:03Z,desktop,4365,I Like Me Better,Lauv,I met you when I was 18.,spotify:track:0EcQcdcbQeVJn9fknj44Be,endplay,True,True,2
2024-02-27T01:33:26Z,phone,1290,C'mon (feat. Aminé),JINI,An Iron Hand In A Velvet Glove,spotify:track:0mWIAujQDmtG5m7Mu0NTmK,fwdbtn,True,True,2
2022-11-04T20:53:32Z,desktop,7244,So Good,Weston Estate,So Good,spotify:track:0ZpHuEhi1CvOJgrqOSy8mv,endplay,True,True,2
2024-02-10T21:29:28Z,phone,7337,UNTOUCHABLE,ITZY,BORN TO BE,spotify:track:2HQALWSN6IF4BYrSADMJ0w,fwdbtn,True,True,2
2024-02-01T04:16:23Z,desktop,33258,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",Alan Walker,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",spotify:track:5B8VpcIC3EAI3wke3XQoRy,endplay,True,True,2
2023-06-14T06:25:51Z,phone,13845,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,endplay,False,True,2
2024-02-19T19:16:37Z,desktop,16086,EASY,LE SSERAFIM,EASY,spotify:track:2O4Bb2WCkjlTPO827OnBMI,fwdbtn,False,True,2
2023-06-03T20:03:25Z,desktop,1021,Silence,Marshmello,Silence,spotify:track:7vGuf3Y35N4wmASOKLUVVU,endplay,True,True,2
2023-06-24T20:36:25Z,desktop,940,I am YOU,Stray Kids,SKZ2020,spotify:track:6ZRkZgq3o9ouLJTELktXmL,fwdbtn,True,True,2
2023-08-02T15:27:30Z,desktop,3552,IF YOU,BIGBANG,MADE,spotify:track:4kaY4LbdbomICC25gYGGtn,endplay,True,True,2
2023-08-02T15:27:42Z,desktop,2925,BANG BANG BANG,BIGBANG,MADE,spotify:track:3dI59jLoFMjMAyUAyRZnkE,endplay,True,True,2
2023-08-02T15:28:58Z,desktop,4980,FANTASTIC BABY - Japanese ver.,BIGBANG,ALIVE,spotify:track:26JeAi8xsSvLRoNsl9B8Js,endplay,True,True,2
2023-08-02T15:29:33Z,desktop,4284,Angel Or Devil,TOMORROW X TOGETHER,The Dream Chapter: MAGIC,spotify:track:3sVCSgIArXIhiWHvbUmauZ,endplay,True,True,2
2024-02-22T05:49:13Z,desktop,1990,Revolution,The Score,ATLAS,spotify:track:7Fv8Qp3tTSbSS2VjryUF7L,endplay,False,True,2
2022-12-16T06:28:39Z,desktop,9226,Sweet Night,V,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,spotify:track:39EXZNMxb4RBHlRjnRaOKp,fwdbtn,True,True,2
2022-12-14T04:49:53Z,desktop,62477,WA DA DA,Kep1er,FIRST IMPACT,spotify:track:4gdiCHNbwugojBqr5Jt3pq,fwdbtn,True,True,2
2024-02-22T23:13:02Z,desktop,148787,all my friends are fake,Tate McRae,all the things i never said,spotify:track:3xF2FcXiJjWQUqUYvrp4NT,fwdbtn,True,True,2
2023-08-01T17:25:03Z,desktop,693,"Wow (Lee Know, Hyunjin, Felix)",Stray Kids,IN LIFE,spotify:track:2i15lsdOIZb9PpuAFKO58Y,fwdbtn,True,True,2
2023-07-30T06:08:02Z,desktop,108885,Our Season,ZEROBASEONE,YOUTH IN THE SHADE,spotify:track:5NSfzS7hcpm3qPphy5o07V,endplay,True,True,2
2023-08-01T17:22:43Z,desktop,5760,Road Not Taken,Stray Kids,Clé 2 : Yellow Wood,spotify:track:514oWwgLFEyQfT2KvEyWW2,endplay,True,True,2
2023-08-02T15:38:50Z,desktop,134849,Polaroid Love,ENHYPEN,DIMENSION : ANSWER,spotify:track:5elW2CKSoqjYoJ32AGDxf1,endplay,True,True,2
2023-08-02T15:31:49Z,desktop,27527,ESCAPE,NIve,ESCAPE,spotify:track:3CcS1KuqVwHlQhvJ1hyLSV,endplay,True,True,2
2022-12-20T18:04:45Z,desktop,57175,PROMISE (for UNICEF Promise Campaign),EVERGLOW,EVERGLOW FOR UNICEF PROMISE CAMPAIGN,spotify:track:2Gceplet3jzhweUib54mhf,fwdbtn,True,True,2
2023-05-26T19:23:44Z,desktop,3041,Ocean Baby,Paris Paloma,Ocean Baby,spotify:track:1YTU5JSBi4Q1k5xDgDbZ3b,endplay,True,True,2
2023-08-02T15:26:22Z,desktop,11273,WHO YOU?,G-DRAGON,COUP D'ETAT,spotify:track:7iT56ss42YdtYnNQEnxp9Z,endplay,True,True,2
2022-11-24T03:38:44Z,desktop,22790,Faded,Alan Walker,Different World,spotify:track:698ItKASDavgwZ3WjaWjtz,endplay,True,True,2
2023-05-27T19:45:59Z,phone,2763,Delicate,Taylor Swift,reputation,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,fwdbtn,True,True,2
2023-05-28T16:05:41Z,phone,7796,Twilight,ONEUS,RAISE US,spotify:track:5DG7DFtTUyTPyg5hTVtTtQ,fwdbtn,False,True,2
2024-02-22T05:08:15Z,desktop,4820,Either Way,IVE,Either Way,spotify:track:6ezYHltHYhuJckdCsYsRJI,endplay,True,True,2
2024-02-22T05:42:30Z,desktop,1570,Panic Attacks (feat. Yoshi Flower),Elohim,Elohim,spotify:track:6io1XNzm6JHZuwsk1OFZeH,endplay,True,True,2
2024-02-22T05:42:35Z,desktop,1770,Black Magic,Jaymes Young,Feel Something,spotify:track:7drLhxwt6idqexeSk4Zuf4,endplay,True,True,2
2023-05-28T16:44:16Z,phone,32744,Who We Are,Imagine Dragons,Smoke + Mirrors,spotify:track:2x2SotEkKozaFh6H1aVnOZ,fwdbtn,True,True,2
2023-07-17T04:31:47Z,phone,2304,Bleeding Love,Leona Lewis,Spirit,spotify:track:7wZUrN8oemZfsEd1CGkbXE,endplay,False,True,2
2022-11-29T01:25:49Z,desktop,3831,SHOOT THE MOON,BDC,THE INTERSECTION: BELIEF,spotify:track:759NuoyM1cplitQp4n2CXz,fwdbtn,True,True,2
2023-10-02T03:09:38Z,desktop,10580,You Can STAY,Stray Kids,Clé : LEVANTER,spotify:track:4YQel4FiTWYHUn6TXMCuPa,endplay,True,True,2
2024-02-22T05:53:18Z,desktop,6610,Tired - Kygo Remix,Alan Walker,Tired,spotify:track:3t0J8vI9StQD8KIBkT2Cp5,endplay,False,True,2
2023-05-29T15:27:03Z,phone,17493,Only in Ohio,CG5,Only in Ohio,spotify:track:3dCKwOvBK9MTIw2QWM59Le,endplay,True,True,2
2023-05-30T18:06:03Z,phone,780,COME TO ME,TREASURE,THE FIRST STEP : TREASURE EFFECT,spotify:track:1jkO79LWdg5RjkSZ2VfuTo,fwdbtn,True,True,2
2023-06-02T17:59:56Z,desktop,5607,Mixtape : Time Out,Stray Kids,5-STAR,spotify:track:5vMQIOhLw85H8WYIf1kEWw,endplay,True,True,2
2023-06-02T18:06:11Z,desktop,719,THE SOUND (Korean Ver.),Stray Kids,5-STAR,spotify:track:0q9IyhNXRse5fdfYEoFOdi,fwdbtn,True,True,2
2022-11-24T03:38:12Z,desktop,5700,Eagle Eyes (feat. Lost Frequencies & Linying) - Lucas & Steve Remix Edit,Felix Jaehn,Eagle Eyes (feat. Lost Frequencies & Linying),spotify:track:6ziL0ZLhnsfeOtYGpCHXdC,endplay,True,True,2
2022-12-05T18:05:25Z,desktop,2325,Beat the Odds,Lil Tjay,Beat the Odds,spotify:track:2BJWxD8xKrDv8vneTvTIm9,fwdbtn,True,True,2
2022-12-05T20:50:58Z,desktop,132969,BTBT,B.I,BTBT,spotify:track:4XcxgZSriCYamtIA7BgT7V,endplay,True,True,2
2022-12-06T01:29:31Z,desktop,72074,Not For Sale,ENHYPEN,BORDER : CARNIVAL,spotify:track:3dG1jxbfBIZvzyFwAcsmS0,fwdbtn,True,True,2
2022-12-11T01:40:42Z,desktop,82886,Airplane pt.2,BTS,Love Yourself 轉 'Tear',spotify:track:4lAE47gj539h8R1yxPhhGG,fwdbtn,True,True,2
2023-12-16T22:32:51Z,desktop,143011,Force,TOMORROW X TOGETHER,STILL DREAMING,spotify:track:7znFWDzgm3Ld5fpze6EJp5,fwdbtn,True,True,2
2023-09-22T03:53:00Z,desktop,5572,CAN'T STOP THE FEELING! - Film Version,Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),spotify:track:4sQmCQUZcnBPaVm4dEUKv7,endplay,True,True,2
2023-09-27T05:35:59Z,desktop,4318,Crush,Bella Poarch,Crush,spotify:track:00Apys6jYrWA0Bse9Yon6O,fwdbtn,True,True,2
2023-10-05T01:54:26Z,desktop,75271,Hello Stranger,Stray Kids,POP OUT BOY! Part.1,spotify:track:2PujZcAaAMGsOeTUjrzkrz,fwdbtn,True,True,2
2023-06-27T18:08:30Z,phone,1220,Hard to Find,Tate McRae,Hard to Find,spotify:track:0CRgOVkJY7kO8FkJ4DCUG4,fwdbtn,True,True,2
2023-12-17T02:01:58Z,desktop,96648,Call My Dad,AJR,The Click,spotify:track:2KcbPVQSBp2J7tCqLH3gCJ,fwdbtn,True,True,2
2023-12-18T00:41:06Z,desktop,54924,Two,Sleeping At Last,Atlas: Enneagram,spotify:track:62CprXvSWsKBvYu3Yba55A,fwdbtn,True,True,2
2023-10-14T04:37:06Z,desktop,2333,House of Cards,Alexander Stewart,House of Cards,spotify:track:1QNt0bhIXWu5XdlXlYI4iI,endplay,True,True,2
2023-10-14T06:34:48Z,desktop,23417,Holy Moly,IVE,I'VE MINE,spotify:track:5q288Nbf39kqh2HtI2H2op,endplay,True,True,2
2023-07-06T15:13:52Z,phone,94746,Basics,TWICE,BETWEEN 1&2,spotify:track:63mL1DdcSFfxVJ9XGnSRQz,fwdbtn,True,True,2
2023-06-27T13:26:33Z,phone,1140,Scars,Stray Kids,Scars,spotify:track:4C9Zhjq5ux9ieiDWYfFcfP,fwdbtn,True,True,2
2022-12-02T01:53:51Z,desktop,1311,somebody to you,Lyle Kam,blurry eyed,spotify:track:336PPuCmjhaF93Ih1FeTJB,fwdbtn,True,True,2
2024-01-08T09:49:30Z,desktop,141722,Blossom (LIA),ITZY,BORN TO BE,spotify:track:1GUOz1gZZTRWkGjwmrIYO8,endplay,False,True,2
2024-01-20T17:32:51Z,phone,10288,Gone Girl,Boys World,Gone Girl,spotify:track:2VUXv03kwwet6EXIFn9ykA,fwdbtn,True,True,2
2023-09-22T03:39:54Z,desktop,6315,I Know What You Did Last Summer,Shawn Mendes,Handwritten,spotify:track:2GyA33q5rti5IxkMQemRDH,endplay,True,True,2
2023-09-22T03:51:16Z,desktop,22976,The Greatest,Sia,This Is Acting (Deluxe Version),spotify:track:6bLopGnirdrilrpdVB6Um1,endplay,True,True,2
2023-09-22T03:31:43Z,desktop,2275,Idk,Bruce Wiegner,Idk,spotify:track:3CQQb8KLYFDCDAU30kZtgr,endplay,True,True,2
2023-09-16T18:51:49Z,phone,511,u love u (with Tate McRae),blackbear,u love u (with Tate McRae),spotify:track:4RCpHnkhMmm67EKbI4aEO7,fwdbtn,True,True,2
2023-09-18T06:54:03Z,desktop,9380,Cheese,CRAVITY,Cheese,spotify:track:4pJONzTRaCfshJdrN051lr,endplay,True,True,2
2023-09-18T18:11:18Z,phone,1100,tear myself apart,Tate McRae,tear myself apart,spotify:track:57m2Kve0xnAgYVAPxMLKHS,fwdbtn,True,True,2
2024-01-08T09:49:58Z,desktop,6246,Escalator,ITZY,BORN TO BE,spotify:track:73UD47tWBapeCpu1aJ2qF0,endplay,False,True,2
2024-01-08T09:50:14Z,desktop,14535,Dynamite,ITZY,BORN TO BE,spotify:track:6qimUEOwCJJrFFKkfi1cCt,endplay,False,True,2
2023-07-06T18:05:02Z,phone,22534,Mind Too Much,Anjali D,Mind Too Much,spotify:track:546u1ZmjHYajpcdCY66nXv,fwdbtn,True,True,2
2023-07-06T18:05:16Z,phone,930,"omg, so what?",NIve,proLOG?,spotify:track:7w7yjYakkCuf3gtznG9Cjf,fwdbtn,True,True,2
2024-01-15T12:46:53Z,desktop,203186,Break The Wall,NMIXX,Fe3O4: BREAK,spotify:track:1SmJafjGG3oM3sflmcZRXU,endplay,False,True,2
2024-01-15T12:51:00Z,desktop,87817,Dreamy Day,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:4vk0If3wzFnqTsfn21HER7,endplay,False,True,2
2023-06-29T14:20:32Z,phone,1660,Thinkin' about you,SEVENTEEN,SEVENTEEN SPECIAL ALBUM 'DIRECTOR'S CUT’,spotify:track:2oGLTWJpqJxr1oM8yM5pwO,endplay,True,True,2
2024-01-09T15:58:24Z,phone,1898,Amigos (with Becky G),BIBI,Amigos (with Becky G),spotify:track:60DPrTJRHzpGPSJXLiSdDX,backbtn,True,True,2
2023-09-22T03:39:39Z,desktop,1637,Whatever It Takes,Imagine Dragons,Evolve,spotify:track:6Qn5zhYkTa37e91HC1D7lb,endplay,True,True,2
2023-10-25T00:12:28Z,desktop,118766,'bout you,SEVENTEEN,SEVENTEEN 4th Album 'Face the Sun',spotify:track:5O7UzcP9xERulidcIULOEj,endplay,True,True,2
2023-10-26T02:29:53Z,phone,9321,Fairy of Shampoo,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,spotify:track:5JXpZcc3CeQaC6vAF1iaV5,fwdbtn,True,True,2
2023-11-10T05:36:55Z,desktop,29384,Nobody Knows,KISS OF LIFE,Born to be XX,spotify:track:70efTlnBNM8BvfhfPiqOBN,endplay,True,True,2
2023-11-15T19:15:00Z,phone,853,CRUSH,ZEROBASEONE,MELTING POINT,spotify:track:2qiWQf7ka0C4XoA7JAZ1q5,fwdbtn,True,True,2
2023-11-25T01:50:38Z,desktop,15577,Arson,j-hope,Jack In The Box,spotify:track:2QWEMqQMJR1KDf6hDjJOs6,fwdbtn,True,True,2
2023-06-26T02:46:15Z,desktop,4760,"HALA HALA (Hearts Awakened, Live Alive)",ATEEZ,TREASURE EP.2 : Zero To One,spotify:track:4v2BLMhWtVvBnZwuoiKxja,endplay,True,True,2
2022-10-20T02:25:08Z,desktop,68955,moonchild,RM,mono.,spotify:track:4fwYALz7GwmXgS8QTRjDEJ,fwdbtn,True,True,2
2023-07-17T04:30:57Z,phone,938,Good Feeling,Flo Rida,Good Feeling,spotify:track:3NcO4jGK1Opb5ea0mYLpxb,endplay,False,True,2
2023-12-23T07:36:49Z,phone,10315,Hotel,Claire Rosinkranz,6 Of A Billion,spotify:track:3xyr2xfbSZiZWWGsjLyMFh,fwdbtn,True,True,2
2023-09-19T04:37:25Z,desktop,0,Lights,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,spotify:track:3TDUktzfYXMWjkWqwoT5F1,backbtn,True,True,2
2023-09-19T04:37:25Z,desktop,940,Daechwita,Agust D,D-2,spotify:track:0JKGe340YJwfDrpXqPQ8sw,backbtn,True,True,2
2023-09-19T04:37:33Z,desktop,534,Outro: Wings,BTS,You Never Walk Alone,spotify:track:7kyUapJyppdjzoAWB6XS14,backbtn,True,True,2
2023-09-22T03:32:45Z,desktop,2681,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,"LABRINTH, SIA & DIPLO PRESENT... LSD",spotify:track:4lJNen4SMTIJMahALc3DcB,endplay,True,True,2
2023-09-22T03:36:33Z,desktop,32879,Body,Loud Luxury,Body,spotify:track:21RzyxY3EFaxVy6K4RqaU9,endplay,True,True,2
2023-09-22T03:39:36Z,desktop,6873,Finesse - Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],spotify:track:3Vo4wInECJQuz9BIBMOu8i,endplay,True,True,2
2023-08-25T21:42:13Z,desktop,25565,We Go,aespa,"Pokémon 2023 (Original TV Series Soundtrack, Korea)",spotify:track:7hxvMTEUOXEKDZ3nnUqbdJ,fwdbtn,True,True,2
2023-08-25T22:45:44Z,desktop,17991,By Your Side,9001,"Pokémon 2023 (Original TV Series Soundtrack, Korea)",spotify:track:0DULYwlJVbkTTqA8ji6uSR,endplay,True,True,2
2023-08-05T02:09:15Z,desktop,10112,Hung up on You,Tate McRae,Hung up on You,spotify:track:3r2FIyRibvMaevfGdOGLQ0,endplay,True,True,2
2023-09-02T01:45:29Z,desktop,100252,Kick It,NCT 127,NCT #127 Neo Zone - The 2nd Album,spotify:track:1ayaOin9hxCtyhg4UsBTpg,endplay,True,True,2
2024-02-22T05:03:24Z,desktop,3120,Postclubridehomemusic,Lido,Postclubridehomemusic,spotify:track:4E2cS5PgLTCTXEdHqUFudW,endplay,False,True,2
2022-12-05T17:12:14Z,desktop,6234,Hold Me Tight,BTS,The Most Beautiful Moment in Life Pt.1,spotify:track:2SKBwYW23iHoB7CrYSeyC9,fwdbtn,True,True,2
2022-12-05T17:12:55Z,desktop,29013,We Fresh,Kep1er,TROUBLESHOOTER,spotify:track:7tMN3tczfA8zwcD4jlCsRh,endplay,True,True,2
2023-06-24T21:32:32Z,desktop,5979,Where Were You In The Morning?,Shawn Mendes,Shawn Mendes,spotify:track:2UCYrYM83sowbj1OG6qsVn,endplay,True,True,2
2023-09-11T01:54:27Z,desktop,116721,SEOUL (Such a Beautiful City),H1-KEY,H1-KEY 2nd Mini Album [Seoul Dreaming],spotify:track:0SRAuCAtprYCuoks38G5GU,fwdbtn,True,True,2
2023-09-12T05:54:27Z,desktop,17972,Can't Say Goodbye,KEY,Good & Great - The 2nd Mini Album,spotify:track:020u6AekCG9lytydtX5pVu,endplay,True,True,2
2023-09-16T17:33:34Z,desktop,5433,But Sometimes,BOYNEXTDOOR,WHY..,spotify:track:5TNMJ6Csb2NgSohuz76XJT,endplay,True,True,2
2023-07-09T19:27:54Z,desktop,18751,stupid,Tate McRae,all the things i never said,spotify:track:0gIxF0RR0miqWLs2fPQGBu,endplay,True,True,2
2023-12-23T07:42:22Z,phone,8653,"Gone Away (HAN, Seungmin, I.N)",Stray Kids,NOEASY,spotify:track:6l8YJbgWzvh05e3Bnfw9lw,fwdbtn,True,True,2
2023-09-05T03:44:41Z,desktop,7801,"Sorry, I Love You",Stray Kids,NOEASY,spotify:track:5kkOHHTccylnkYxDRgDWMs,fwdbtn,True,True,2
2023-09-02T18:30:18Z,desktop,3345,Girls,aespa,Girls - The 2nd Mini Album,spotify:track:2WTHLEVjfefbGoW7F3dXIg,fwdbtn,True,True,2
2023-09-16T18:51:44Z,phone,895,working,Tate McRae,working,spotify:track:31sSFHIe4NaxltVFOEIcTa,fwdbtn,True,True,2
2023-12-19T06:54:11Z,desktop,0,미쳐버리겠다 (MAD),BE'O,미쳐버리겠다 (MAD),spotify:track:7n1yuwnzs5jTEitJ7eecS8,endplay,True,True,2
2023-08-25T23:07:19Z,desktop,10779,Black Mamba,aespa,Black Mamba,spotify:track:1t2qYCAjUAoGfeFeoBlK51,endplay,True,True,2
2023-12-23T08:27:37Z,phone,960,Losing You,WONHO,Love Synonym #1: Right for Me,spotify:track:2Bk8jjFB0FfAFYUIxihOnG,fwdbtn,True,True,2
2024-01-02T10:00:47Z,desktop,4686,Our dawn is hotter than day,SEVENTEEN,SEVENTEEN 5th Mini Album 'YOU MAKE MY DAY',spotify:track:2EGRE8lyfRRGuq7spra3eR,fwdbtn,True,True,2
2024-01-02T15:03:11Z,desktop,13038,God of Light Music,SEVENTEEN,God of Light Music,spotify:track:0xZ4WU5UfctiSeETi6pMEo,endplay,False,True,2
2023-07-17T04:32:27Z,phone,5440,Die Young,Kesha,Warrior (Expanded Edition),spotify:track:7EQGXaVSyEDsCWKmUcfpLk,endplay,False,True,2
2023-07-22T20:37:03Z,desktop,3436,Get Up,NewJeans,NewJeans 2nd EP 'Get Up',spotify:track:1wUnuiXMMvhudmzvcCtlZP,endplay,True,True,2
2023-09-09T03:12:44Z,desktop,5897,undefined,Eric Nam,House on a Hill,spotify:track:1HqnN6edmkJ24A7xc7KKkz,endplay,True,True,2
2023-09-19T04:37:14Z,desktop,394,Louder than bombs,BTS,MAP OF THE SOUL : 7,spotify:track:4Aw8n6r2vuU0KUo1a2nftp,backbtn,True,True,2
2024-01-15T12:49:30Z,desktop,58165,Silver Light,ATEEZ,THE WORLD EP.FIN : WILL,spotify:track:7hWW1JxF5ArjPgAsGlwSuz,endplay,False,True,2
2023-07-17T04:30:37Z,phone,2175,Crazy,Gnarls Barkley,St. Elsewhere,spotify:track:2N5zMZX7YeL1tico8oQxa9,endplay,False,True,2
2023-09-22T03:48:35Z,desktop,1068,Netflix Trip,AJR,The Click,spotify:track:2fmlkobTesiSyyzVYa6nkX,endplay,True,True,2
2023-09-22T03:48:27Z,desktop,10367,Drama,AJR,The Click,spotify:track:6iUlQohL4sfM80J4DHidy7,endplay,True,True,2
2023-09-19T04:37:16Z,desktop,0,Lie,BTS,Wings,spotify:track:1nWB8isqs2tviWk20G5pow,backbtn,True,True,2
2023-07-24T21:02:11Z,desktop,13873,That's Where I Am,Maggie Rogers,Surrender,spotify:track:49EXOlUTFBGdI098L6SXDh,endplay,True,True,2
2023-12-19T06:51:25Z,desktop,11134,Big White Bed,AJR,Living Room,spotify:track:7fXQjSxPkC61wiJkO70gyD,fwdbtn,True,True,2
2022-12-17T01:52:26Z,desktop,162,Microphone,Young K,Eternal,spotify:track:4qaVcA4yzqG1dlGNdvyTh4,backbtn,True,True,2
2024-02-22T05:49:36Z,desktop,4590,7 Minutes,Dean Lewis,A Place We Knew,spotify:track:6FYbr9QzRoZPh0Re8lDO9z,endplay,False,True,2
2024-02-22T05:51:44Z,desktop,1560,Younger,Ruel,Younger,spotify:track:2qXicQG06oT0ijKBznpgQv,endplay,False,True,2
2024-02-22T05:53:24Z,desktop,1230,Leave a Light On,Tom Walker,Leave a Light On,spotify:track:6lOWoTqVnAWXchddtTH31W,endplay,False,True,2
2023-12-20T03:47:51Z,desktop,55054,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,Charlie's Angels,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,fwdbtn,True,True,2
2023-12-20T04:30:01Z,desktop,1840,Brother,Matt Corby,Into the Flame,spotify:track:5DG2SWW7kPgYqOY0Ex5Ssj,fwdbtn,True,True,2
2023-08-17T20:17:36Z,desktop,16300,Let the Games Begin,AJR,Let the Games Begin,spotify:track:2pwnEzgIzYL4AOw4ousjkB,endplay,True,True,2
2023-08-05T01:56:20Z,desktop,11621,INCEPTION,ATEEZ,ZERO : FEVER Part.1,spotify:track:7zC6xvBPnIC92K06pMpstY,endplay,True,True,2
2024-01-23T03:39:52Z,desktop,2414,first hooky,TWS,TWS 1st Mini Album 'Sparkling Blue',spotify:track:4n9FdF4QfvNzOMjiQZ72pm,endplay,False,True,2
2024-01-23T03:44:08Z,desktop,69683,BFF,TWS,TWS 1st Mini Album 'Sparkling Blue',spotify:track:1ZHt0k1wsoqkRKNR4HwsbO,endplay,False,True,2
2024-01-28T19:33:02Z,phone,197764,One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),spotify:track:7ef4DlsgrMEH11cDZd32M6,endplay,False,True,2
2024-02-22T05:54:02Z,desktop,2530,Price Tag,Jessie J,Who You Are,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,endplay,False,True,2
2024-02-22T05:54:05Z,desktop,3590,Robin Hood,Anson Seabra,Robin Hood,spotify:track:5dyihZecYMcEPq09Bk2OL2,endplay,False,True,2
2023-05-27T01:59:38Z,desktop,5143,High School in Jakarta,NIKI,High School in Jakarta,spotify:track:0r6oCPoDuCOXvEPOPV6UXN,endplay,True,True,2
2023-05-27T18:56:21Z,phone,1137,STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20,fwdbtn,True,True,2
2024-02-22T04:55:49Z,desktop,6430,Bellyache - Marian Hill Remix,Billie Eilish,Bellyache,spotify:track:61X077SWMs5aAGQHhf4pd0,endplay,False,True,2
2022-11-02T04:28:46Z,desktop,0,"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)",Far East Movement,Identity,spotify:track:7IAXZyP3QSuvd5NQNOOYQB,fwdbtn,True,True,2
2022-11-14T02:24:48Z,desktop,2773,90s Kids,Jax,90s Kids,spotify:track:34evGV6SaoRLHTcXXUVOpb,fwdbtn,True,True,2
2022-11-16T04:34:31Z,desktop,63231,Validation,Sadie,Validation,spotify:track:1Gyyq6YPfv9Og6LgYznjdq,fwdbtn,True,True,2
2023-06-26T13:15:36Z,phone,14730,Dancing Like Butterfly Wings,ATEEZ,TREASURE EP.3 : One To All,spotify:track:0sZpzFq1Ms8MQwuCe8WThA,endplay,False,True,2
2023-06-26T17:50:23Z,desktop,1474,Friends,BTS,MAP OF THE SOUL : 7,spotify:track:5RjUtRlDonw3TBgGGMLC5b,fwdbtn,True,True,2
2023-06-24T21:32:26Z,desktop,5073,Fallin' All In You,Shawn Mendes,Shawn Mendes,spotify:track:49u62ZMTXz91U8V4uXaJ4q,endplay,True,True,2
2023-06-27T13:15:33Z,phone,2320,19,Stray Kids,SKZ2020,spotify:track:4FIEtn5MqtRyAHpPJDsDkj,fwdbtn,True,True,2
2024-01-18T17:56:59Z,desktop,1486,wherever u r (ft. V of BTS),UMI,wherever u r (ft. V of BTS),spotify:track:1k255f17DRuRbGrfz5Ifmd,endplay,True,True,2
2022-11-24T03:36:14Z,desktop,2043,Bummerland,AJR,Bummerland,spotify:track:33n9hKYymXgXV0p6j2zYp9,endplay,True,True,2
2022-11-24T03:36:14Z,desktop,1010,Medicate,Gabbie Hanna,2WAYMIRROR,spotify:track:4NABgXAy2jfxwHILWAB0aP,endplay,True,True,2
2022-11-24T03:32:45Z,desktop,2043,You Don't Even Know Her,Honey Lane,Are You Happy Now?,spotify:track:14qPmo5jWlEGVvmPYloxM1,endplay,True,True,2
