ts,platform,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_end,shuffle,skipped,count
2023-05-24T17:01:36Z,phone,7496,The Great Mermaid,LE SSERAFIM,FEARLESS,spotify:track:5XO1SOADQxkdqGLFxX8rLN,endplay,True,True,37
2023-12-08T23:40:55Z,desktop,130616,uh oh,Tate McRae,uh oh,spotify:track:6qmvAJSUfVGMubvI2awW7p,endplay,True,True,33
2023-12-20T19:26:58Z,desktop,39520,Blue Orangeade,TOMORROW X TOGETHER,The Dream Chapter: STAR,spotify:track:3HHFOztnhfIWxjOr2s06sw,fwdbtn,True,True,30
2023-12-19T06:54:38Z,desktop,3993,Good Parts (when the quality is bad but I am),LE SSERAFIM,ANTIFRAGILE,spotify:track:1sZBzYhrQG40zcSuKkI93c,endplay,True,True,30
2023-12-15T08:32:51Z,desktop,3890,Wishlist,TOMORROW X TOGETHER,minisode1 : Blue Hour,spotify:track:4A6f3zMLDDAUgkGTLtpMc3,fwdbtn,False,True,30
2024-02-22T05:06:48Z,desktop,10560,Let Me Down Easy (Lie),Why Don't We,Let Me Down Easy (Lie),spotify:track:4w9qnwPPJRWPOw6DHhNtIc,endplay,True,True,29
2023-12-19T07:06:46Z,desktop,8846,LOVE DIVE,IVE,LOVE DIVE,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,endplay,True,True,26
2023-07-31T14:37:57Z,phone,1870,CAKE,ITZY,KILL MY DOUBT,spotify:track:3syxwxJqX5jpgjNYmvzdW6,endplay,True,True,25
2023-05-27T01:58:02Z,desktop,2681,MAGO,GFRIEND,回:Walpurgis Night,spotify:track:46WaBBaEHzgbN88Ew0nh50,endplay,True,True,25
2023-05-27T16:17:43Z,phone,1230,Ring The Alarm,KARD,KARD 5th Mini Album 'Re:',spotify:track:6jUq2EfNMW7SizzNVVGvhm,fwdbtn,True,True,24
2023-12-14T20:31:13Z,desktop,124163,Raise y_our glass,HUH YUNJIN,Raise y_our glass,spotify:track:7j1vFohEm1lbsctYY9gyGd,fwdbtn,True,True,23
2023-12-19T07:04:56Z,desktop,2089,Devil by the Window,TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:53H3sGmqiXWO4MwuZAJfyn,endplay,True,True,23
2023-05-27T18:56:32Z,phone,1486,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',spotify:track:0a4MMyCrzT0En247IhqZbD,fwdbtn,True,True,23
2023-05-11T02:21:11Z,desktop,87661,ILLUSION,ATEEZ,TREASURE EP.3 : One To All,spotify:track:4hQHA562yLkVKlakkOkz5l,fwdbtn,True,True,23
2023-12-19T07:02:44Z,desktop,1474,Super Bowl,Stray Kids,5-STAR,spotify:track:3OhW68CiyfCoeGntozuUMl,endplay,True,True,22
2023-05-26T04:15:36Z,desktop,4934,Crush,SEVENTEEN,SEVENTEEN 9th Mini Album 'Attacca',spotify:track:68kHuoBxtNcWZWxBu1V007,endplay,True,True,22
2023-05-25T01:40:26Z,desktop,129381,WANNABE,ITZY,IT'z ME,spotify:track:4pspYVQGFHLPEFgQPD1J7e,fwdbtn,True,True,22
2023-12-19T07:06:25Z,desktop,15580,BEAUTIFUL MONSTER,STAYC,WE NEED LOVE,spotify:track:56s2s5e8WuBsWVKnmz6J9L,endplay,True,True,22
2023-12-15T08:32:52Z,desktop,1040,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,fwdbtn,False,True,21
2023-12-20T21:41:17Z,desktop,55903,"WITCH (Feat. Jay Park, So!YoON!) (Prod. by Slom)",Lee Young Ji,SHOW ME THE MONEY 11 Semi Final,spotify:track:1v520W6rEa0nB2vvqAxnU3,fwdbtn,True,True,21
2023-06-24T19:08:14Z,phone,10410,CLAP,SEVENTEEN,"SEVENTEEN 2ND ALBUM 'TEEN, AGE' (2)",spotify:track:19t5GSN3XsLB7UOsZD8Fwv,endplay,True,True,21
2023-12-19T07:05:02Z,desktop,3796,Happy Fools (feat. Coi Leray),TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:77LZvE2XLYn2AW55UxIG8H,endplay,True,True,21
2023-12-23T10:08:40Z,phone,1002,CASE 143,Stray Kids,MAXIDENT,spotify:track:3O8G8eVrhfXTGttyQ1xVuq,fwdbtn,True,True,21
2023-12-19T07:03:48Z,desktop,2356,"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,UNFORGIVEN,spotify:track:4QhnNyKDsAkXPwHkSnuc89,endplay,True,True,21
2023-05-25T01:40:29Z,desktop,2217,Out Of The Woods,Taylor Swift,1989,spotify:track:6Nde5KuTXyB7jlPO4upaBo,endplay,True,True,20
2023-12-05T22:49:59Z,desktop,20353,DON QUIXOTE,SEVENTEEN,SEVENTEEN 4th Album 'Face the Sun',spotify:track:7BiEgR5r0yMmFoWC9kOTGf,endplay,True,True,20
2023-12-19T07:05:05Z,desktop,3308,"Farewell, Neverland",TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:43mnNatwMMydJ4CxMdQVnJ,endplay,True,True,20
2023-06-11T21:13:32Z,desktop,2844,Victoria's Secret,Jax,Victoria’s Secret,spotify:track:4svaKoxMMP7ImmKrD5hfQu,fwdbtn,True,True,20
2023-06-20T00:39:10Z,desktop,170295,Changer,A.C.E,Changer : Dear Eris,spotify:track:5A3BZXpLvw399NrvWatRMJ,endplay,True,True,20
2023-05-25T05:06:40Z,desktop,59722,Bejeweled,Taylor Swift,Midnights,spotify:track:3qoftcUZaUOncvIYjFSPdE,endplay,True,True,20
2023-12-19T22:50:13Z,desktop,10260,HOT,SEVENTEEN,SEVENTEEN 4th Album 'Face the Sun',spotify:track:6I2tqFhk8tq69iursYxuxd,endplay,True,True,19
2023-12-19T07:06:32Z,desktop,4620,Ready to love,SEVENTEEN,SEVENTEEN 8th Mini Album 'Your Choice',spotify:track:2FymmKBuog0loCuNXMwQID,endplay,True,True,19
2023-05-27T02:01:33Z,desktop,1462,Ditto,NewJeans,Ditto,spotify:track:3r8RuvgbX9s7ammBn07D3W,endplay,True,True,19
2023-05-30T19:53:49Z,phone,3778,Impurities,LE SSERAFIM,ANTIFRAGILE,spotify:track:7F0MuIk5glqtowCUjbn9es,fwdbtn,True,True,19
2023-05-27T01:48:53Z,desktop,2565,Cheshire,ITZY,CHESHIRE,spotify:track:7ixVW7RobslvMrvlzHYLha,endplay,True,True,19
2023-05-25T02:18:04Z,desktop,153265,NOT SORRY (Feat. pH-1) (Prod. by Slom),Lee Young Ji,SHOW ME THE MONEY 11 Episode 3,spotify:track:5UOY3OZib7H4KFwTfsT66g,fwdbtn,True,True,19
2023-05-23T17:16:40Z,desktop,142518,labour,Paris Paloma,labour,spotify:track:2Ggr9IfS70wYQacW8nZKPG,endplay,True,True,18
2023-05-16T02:58:38Z,phone,15550,Flowers,Miley Cyrus,Flowers,spotify:track:0yLdNVWF3Srea0uzk55zFn,fwdbtn,True,True,18
2023-05-27T02:01:34Z,desktop,1381,ILLELLA,MAMAMOO,MIC ON,spotify:track:0oeVHAgY8Q7Mdce5Quj2G4,endplay,True,True,18
2023-05-27T01:57:25Z,desktop,4713,STEREOTYPE,STAYC,STEREOTYPE,spotify:track:2bZIDMpzVooosmPHn0tHnd,endplay,True,True,18
2023-05-24T17:28:18Z,phone,7296,Can't We Just Leave the Monster Alive?,TOMORROW X TOGETHER,The Dream Chapter: MAGIC,spotify:track:4O7sUONPtqPBUKXuAMsoak,endplay,True,True,18
2023-12-11T06:00:11Z,desktop,950,Just Friends,Why Don't We,Just Friends,spotify:track:0tjYK2gtxo8fT2kdD4XGeF,fwdbtn,True,True,18
2023-05-26T01:42:22Z,desktop,1114,Blueming,IU,Love poem,spotify:track:4Dr2hJ3EnVh2Aaot6fRwDO,fwdbtn,True,True,18
2023-12-19T07:04:42Z,desktop,4957,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:0f0SbtoKGe41cX5LzlnX6X,endplay,True,True,18
2023-12-20T04:21:49Z,desktop,2940,"Hey Look Ma, I Made It",Panic! At The Disco,Pray for the Wicked,spotify:track:22oEJW6r2rMb9z4IntfyEa,fwdbtn,True,True,18
2023-12-20T19:36:05Z,desktop,882,The Kids Are All Dying,FINNEAS,Optimist,spotify:track:6Q5RirBa4y7WH4PnfkFcIS,fwdbtn,True,True,18
2023-05-27T01:49:15Z,desktop,14849,CHERRY,ITZY,IT'z ICY,spotify:track:0w63dfnXnMUEjHTH3dGcLQ,endplay,True,True,18
2023-12-19T07:04:09Z,desktop,4191,Fire,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',spotify:track:2hqn75Y9fEzL0qPoPRXCvX,endplay,True,True,18
2023-06-13T20:32:13Z,phone,81557,Fairytale,Stray Kids,CIRCUS,spotify:track:0XZL9R2exRu1Rpw6KSAeS4,fwdbtn,True,True,18
2024-01-09T15:10:22Z,phone,16408,Ghosting,TOMORROW X TOGETHER,minisode1 : Blue Hour,spotify:track:6mS8cd33jFrighnLc0obxQ,endplay,True,True,18
2023-12-18T17:40:51Z,phone,6151,LO$ER=LO♡ER,TOMORROW X TOGETHER,The Chaos Chapter: FIGHT OR ESCAPE,spotify:track:21aOLk12MksET8AsbU0SI6,fwdbtn,True,True,17
2023-05-30T20:17:44Z,phone,6916,Heaven's Cloud,SEVENTEEN,SEVENTEEN 8th Mini Album 'Your Choice',spotify:track:2Q4D2Pz1HDt1x4NukBID5Q,fwdbtn,True,True,17
2023-05-27T12:15:43Z,phone,10622,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),spotify:track:1Ov37jtRQ2YNAe8HzfczkL,fwdbtn,True,True,17
2023-06-26T02:46:10Z,desktop,2995,Promise,ATEEZ,TREASURE EP.2 : Zero To One,spotify:track:54z9tiaPu15pfkGSUwrOLI,endplay,True,True,17
2023-05-27T01:58:22Z,desktop,3842,Sour Grapes,LE SSERAFIM,FEARLESS,spotify:track:6wBpO4Xc4YgShnENGSFA1M,endplay,True,True,17
2023-12-06T03:47:22Z,desktop,2980,Nxde,(G)I-DLE,I love,spotify:track:6NnCWIWV740gP7DQ8kqdIE,endplay,True,True,17
2023-08-02T15:36:11Z,desktop,917,WEE WOO,PRISTIN,The 1st Mini Album 'HI! PRISTIN',spotify:track:23XXMK9SQBFwndnbgbcMPa,endplay,True,True,17
2023-12-05T03:10:50Z,desktop,3840,DOMINO,Stray Kids,NOEASY,spotify:track:6Ib6RkvLBMD85bov85apSL,endplay,True,True,17
2023-05-27T01:57:30Z,desktop,4307,SO BAD,STAYC,Star To A Young Culture,spotify:track:13KR2yNRDrbKwR3dOKCDl4,endplay,True,True,17
2023-05-27T01:59:00Z,desktop,12178,Breakfast,Dove Cameron,Breakfast,spotify:track:6GUiIbJ834FcHewby3PwV0,endplay,True,True,17
2023-05-27T01:55:15Z,desktop,4574,Choices,LE SSERAFIM,Choices,spotify:track:0THn1agoZT9wJXkITUz6dJ,endplay,True,True,17
2024-01-09T08:04:12Z,phone,46241,perfect blues,hannah bahng,perfect blues,spotify:track:0b5EKv77RtqF8JU64u1Q1Y,fwdbtn,True,True,17
2023-12-11T05:48:21Z,desktop,1590,LOCO,ITZY,CRAZY IN LOVE,spotify:track:56Yxkm62GtEpnPyG7TvwLY,fwdbtn,True,True,17
2023-12-19T07:03:45Z,desktop,5294,No-Return (Into the unknown),LE SSERAFIM,UNFORGIVEN,spotify:track:6DSGb5CmwHX4pvclq8HUU1,endplay,True,True,17
2023-12-19T07:04:57Z,desktop,1323,Sugar Rush Ride,TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:0rhI6gvOeCKA502RdJAbfs,endplay,True,True,17
2023-12-19T07:02:07Z,desktop,3146,Just do it,BSS,BSS Digital Single 'Just do it',spotify:track:57ITlzpnOMkSE6oHGbvTqi,endplay,True,True,16
2023-12-19T07:04:16Z,desktop,3889,Eat Your Young,Hozier,Eat Your Young,spotify:track:2Jw3VjB1xy5KHBqEeAC6VK,endplay,True,True,16
2023-12-15T07:12:45Z,desktop,1480,LAW (Prod. Czaer),Yoon Mirae,Street Man Fighter Original Vol.3 (Mission by Rank),spotify:track:0VES0jpNQEdRpD31gYDIMe,fwdbtn,True,True,16
2023-09-01T04:56:46Z,desktop,40385,Left & Right,SEVENTEEN,Heng:garæ,spotify:track:5QGooKayQPVZMUDc8Qt3Dm,endplay,True,True,16
2023-05-16T07:29:05Z,phone,191104,DALLA DALLA,ITZY,IT'z Different,spotify:track:38rUIlTX93Aoif3WcY1wv6,endplay,True,True,16
2023-05-27T01:57:33Z,desktop,3076,Fireworks (I'm The One),ATEEZ,ZERO : FEVER Part.2,spotify:track:0rNLaGUleZ91DXMxmZNq5v,endplay,True,True,16
2023-05-11T02:37:57Z,desktop,24661,Adore You,Harry Styles,Fine Line,spotify:track:3jjujdWJ72nww5eGnfs2E7,fwdbtn,True,True,16
2023-08-01T17:18:30Z,desktop,12034,ANTIFRAGILE,LE SSERAFIM,ANTIFRAGILE,spotify:track:4fsQ0K37TOXa3hEQfjEic1,endplay,True,True,16
2023-05-27T01:58:10Z,desktop,1184,Blue Flame,LE SSERAFIM,FEARLESS,spotify:track:37YoRLUu1qId0ewavgvnkG,endplay,True,True,16
2023-05-27T01:58:42Z,desktop,8614,SUPER BOARD,Stray Kids,MAXIDENT,spotify:track:078fJxqEUz0LvbHSM6AoXJ,endplay,True,True,16
2023-12-19T06:54:26Z,desktop,1346,SLAY,EVERGLOW,ALL MY GIRLS,spotify:track:32Ao6xLLir3dPOhQGvqgSB,endplay,True,True,16
2023-05-27T02:03:09Z,desktop,6141,To you,SEVENTEEN,SEVENTEEN 9th Mini Album 'Attacca',spotify:track:25osmdhvjltPlN7gI2Javd,endplay,True,True,16
2023-05-11T01:12:15Z,desktop,74593,When You're Gone,Shawn Mendes,When You're Gone,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,fwdbtn,True,True,16
2023-12-22T19:14:42Z,phone,1813,rubberband,Tate McRae,TOO YOUNG TO BE SAD,spotify:track:2E8IlL26PwtZq7CqAHBBUw,fwdbtn,True,True,16
2023-05-27T15:06:46Z,phone,2044,WAVE,ATEEZ,TREASURE EP.3 : One To All,spotify:track:28xjm4FnnGI4Xnds7VoNSl,fwdbtn,True,True,16
2023-12-12T00:24:21Z,desktop,106407,Love Looks Better,Alicia Keys,ALICIA,spotify:track:0HL5XOeVxgX1cEPY2KgRRa,fwdbtn,True,True,16
2023-06-27T15:42:18Z,phone,1290,View,SHINee,Odd - The 4th Album,spotify:track:46E1ic6n099e76t5J1TbHn,fwdbtn,True,True,16
2023-05-27T01:57:16Z,desktop,19237,Gasoline,KEY,Gasoline - The 2nd Album,spotify:track:59WDxA3UxKvJDIJcK6dVZv,endplay,True,True,16
2023-05-27T01:55:59Z,desktop,5294,Boyfriend,cignature,cignature 2nd EP Album 'Dear Diary Moment',spotify:track:5n1tIwuiCnsNWrJvBSpENm,endplay,True,True,15
2023-12-19T07:04:12Z,desktop,2693,I Don't Understand But I Luv U,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',spotify:track:3acGHJqr9xU1cnCEfLX1Lx,endplay,True,True,15
2023-12-19T07:02:42Z,desktop,10576,ITEM,Stray Kids,5-STAR,spotify:track:1EWTsgQAEsUrnQ8iawhDSN,endplay,True,True,15
2023-12-19T07:06:26Z,desktop,1950,Spider,HOSHI,Spider,spotify:track:2TwB7aK39tnZBQjBPgcbCj,endplay,True,True,15
2023-12-19T07:01:08Z,desktop,1857,Daylight,Harry Styles,Harry's House,spotify:track:51Zw1cKDgkad0CXv23HCMU,endplay,True,True,15
2023-09-02T02:05:10Z,desktop,7916,You Might Not Like Her,Maddie Zahm,You Might Not Like Her,spotify:track:6MIcpXCWr2pf7oXppR9VuS,fwdbtn,True,True,15
2023-12-10T06:40:09Z,desktop,364340,Lights Down Low,MAX,Hell's Kitchen Angel,spotify:track:5A6BJLZArq1MPjsnmcuk5f,fwdbtn,False,True,15
2023-06-14T14:44:32Z,desktop,3750,Rover,KAI,Rover - The 3rd Mini Album,spotify:track:3WUyu94psXrYV6HZbXgcFA,endplay,True,True,15
2024-01-28T20:00:38Z,phone,200411,Fireball (feat. John Ryan),Pitbull,Globalization,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,endplay,False,True,15
2024-01-28T20:21:15Z,phone,220380,In My Room,Chance Peña,In My Room,spotify:track:7CiDwKE62N6ey3LyG6s7xc,endplay,False,True,15
2023-12-19T06:59:34Z,desktop,14582,Alive,The Rose,Back To Me / Alive,spotify:track:1BcmLcfo4OICRgiMOtJHrv,endplay,True,True,15
2023-05-27T01:49:00Z,desktop,6965,Love To Hate Me,BLACKPINK,THE ALBUM,spotify:track:7iKDsPfLT0d5mu2htfMKBZ,endplay,True,True,15
2023-08-05T01:17:25Z,desktop,63111,stupid,Tate McRae,stupid,spotify:track:4k3uABcX9iaGlt5pRJhumi,endplay,True,True,15
2023-12-19T07:01:20Z,desktop,986,9 and Three Quarters (Run Away),TOMORROW X TOGETHER,The Dream Chapter: MAGIC,spotify:track:1rqb2FCXVn2HNL1afJEnTr,endplay,True,True,15
2023-12-16T02:59:01Z,desktop,1990,Back Door,Stray Kids,IN LIFE,spotify:track:0XuepwFJUcKN8T5zTqoP0F,fwdbtn,True,True,15
2023-05-27T01:56:51Z,desktop,13293,Mixtape : OH,Stray Kids,NOEASY,spotify:track:2afx8zfrOsN3QVEWSx5IPp,endplay,True,True,15
2023-12-19T07:03:51Z,desktop,3088,Flash Forward,LE SSERAFIM,UNFORGIVEN,spotify:track:74cpuIw43kA8xPgbQEPdss,endplay,True,True,15
2023-12-19T07:04:00Z,desktop,8243,Fire in the belly,LE SSERAFIM,UNFORGIVEN,spotify:track:05RlBHEZg1RmL9DnPgv9Qq,endplay,True,True,15
2023-12-06T18:57:13Z,phone,9640,Kidult,SEVENTEEN,Heng:garæ,spotify:track:1kmmKv3L4kGmoPu8aDFOmk,fwdbtn,True,True,15
2024-01-25T04:13:13Z,desktop,140880,CHEERS,SEVENTEEN,SEVENTEEN 4th Album Repackage 'SECTOR 17',spotify:track:1pdFdv8R6ezIAUUNkn785b,endplay,True,True,15
2023-05-23T02:17:42Z,desktop,8351,HaPpY (HAN),Stray Kids,SKZ-REPLAY,spotify:track:2KHgPAJycXwbZ2S1xuUT9T,endplay,True,True,15
2023-05-26T01:27:45Z,desktop,5491,Mansae,SEVENTEEN,SEVENTEEN 2nd Mini Album ‘BOYS BE’,spotify:track:5rIsrawNyPv1q8v11iwJsh,endplay,True,True,15
2023-05-24T03:38:46Z,desktop,21622,SO WHAT,STAYC,STAYDOM,spotify:track:6hC2Qn11Fzw4Ufi4XH6z2m,endplay,True,True,14
2023-05-25T21:37:37Z,desktop,4852,Honestly,Eric Nam,Honestly,spotify:track:4LsX7Mz7zhNOoydJfhedL4,endplay,True,True,14
2023-12-11T06:00:25Z,desktop,1990,Miss You feat. Vernon of SEVENTEEN,(sic)boy,Miss You feat. Vernon of SEVENTEEN,spotify:track:6MrNcToqeejjpYcstmKBHi,fwdbtn,True,True,14
2023-12-19T22:20:42Z,desktop,4690,Illusion,aespa,Illusion,spotify:track:5uFqjHOo3Sh0bVPCKf3DdH,endplay,True,True,14
2023-05-27T01:49:19Z,desktop,3622,INVU,TAEYEON,INVU - The 3rd Album,spotify:track:7rXcCpIAoOUCydkVDMcoPV,endplay,True,True,14
2023-12-19T07:03:07Z,desktop,1904,I Can Do Better,LOVA,A Gentleman's Guide,spotify:track:5z7ciyf2fa2j0AxVTQwSYD,endplay,True,True,14
2023-05-26T04:15:31Z,desktop,106985,Ex,Stray Kids,IN LIFE,spotify:track:4y7C13wqDLE7xuilBsLNvd,fwdbtn,True,True,14
2023-05-27T19:45:56Z,phone,44,Thursday's Child Has Far To Go,TOMORROW X TOGETHER,minisode 2: Thursday's Child,spotify:track:04CHEoMbrLOiX8co3EG5dO,fwdbtn,True,True,14
2023-05-15T16:24:12Z,desktop,10545,HALAZIA,ATEEZ,SPIN OFF : FROM THE WITNESS,spotify:track:5cTnKClHyczcUhFT8MKBZe,endplay,True,True,14
2023-08-05T01:16:21Z,desktop,62078,all my friends are fake,Tate McRae,all my friends are fake,spotify:track:6S6LyCOmUUQuIdre9DSVxd,endplay,True,True,14
2024-02-22T05:55:06Z,desktop,11190,Modern Loneliness,Lauv,~how i'm feeling~,spotify:track:18ioFJkxW5B0hOXE0l2ddw,endplay,False,True,14
2023-06-02T04:54:40Z,desktop,9311,DINOSAUR,AKMU,SUMMER EPISODE,spotify:track:49KDK2ccYnOCYPeXfDO3YT,endplay,True,True,14
2023-12-19T07:01:47Z,desktop,1428,what would you do?,Tate McRae,what would you do?,spotify:track:3I1Smy5zhzNEc9grpjwY1s,endplay,True,True,14
2023-12-19T07:02:32Z,desktop,7256,LOSER,AB6IX,THE FUTURE IS OURS: LOST,spotify:track:2jSKhV7zSImRqT4jBCFnEE,endplay,True,True,14
2023-12-09T21:50:42Z,desktop,55007,Shhh,KISS OF LIFE,KISS OF LIFE,spotify:track:76qqDJijAjFph7sjUxNVG8,endplay,True,True,14
2023-12-19T07:03:28Z,desktop,5897,ERASE ME,ONEUS,PYGMALION,spotify:track:1K2cYJekjVTqjSPJdLhGQB,endplay,True,True,14
2023-06-22T16:54:50Z,phone,7050,Overnight,Maggie Rogers,Heard It In A Past Life,spotify:track:4L9l5x0WuzNtyEBeqzvgPE,endplay,False,True,14
2023-06-30T22:28:55Z,phone,12061,After LIKE,IVE,After LIKE,spotify:track:2gYj9lubBorOPIVWsTXugG,fwdbtn,True,True,14
2023-12-12T20:16:15Z,desktop,158566,Poppy (Korean Ver.),STAYC,Poppy (Korean Ver.),spotify:track:7a86ARVnm366v2UY1z9Ak8,fwdbtn,True,True,14
2023-07-06T17:38:41Z,phone,970,SHOOT!,ITZY,GUESS WHO,spotify:track:2xeaHUnzzT5Kc974OQt1kA,fwdbtn,True,True,14
2023-12-19T07:04:03Z,desktop,3123,Perfume,NCT DOJAEJUNG,Perfume - The 1st Mini Album,spotify:track:0jd4aa9XgV5eom0ez0WBrD,endplay,True,True,14
2023-12-18T17:26:29Z,phone,1600,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,UNFORGIVEN,spotify:track:51vRumtqbkNW9wrKfESwfu,fwdbtn,True,True,14
2023-12-18T17:28:59Z,phone,150762,Something in the Water,Boys World,Something in the Water,spotify:track:5z7wmSmPWHgTFz5iOKHhAz,fwdbtn,True,True,14
2023-12-20T19:35:59Z,desktop,1637,Piña Colada,Boys World,Piña Colada,spotify:track:165zBGOKD78nTRSVT3tYjh,fwdbtn,True,True,14
2023-05-27T19:34:47Z,phone,2326,Our dawn is hotter than day,SEVENTEEN,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',spotify:track:4YY4hc7Lr7y5QsTdmkm31r,fwdbtn,True,True,13
2023-12-11T06:00:27Z,desktop,1150,Kill Shot,ITZY,KILL MY DOUBT,spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,fwdbtn,True,True,13
2023-05-19T00:25:32Z,phone,10460,Love or Die,THE NEW SIX,Love Never Dies,spotify:track:5JDfcFU6lCYU7jQJ8dDo8v,fwdbtn,True,True,13
2023-05-16T17:49:37Z,phone,1365,GUNSHOT,KARD,KARD 1st Single ‘Way With Words’,spotify:track:4qMt92hgQlJMyJjdI0Nw2h,fwdbtn,True,True,13
2023-06-06T02:30:18Z,desktop,84416,In the Mirror,fromis_9,Unlock My World,spotify:track:0FKgAMwHRaJANpIiCInC2h,endplay,True,True,13
2023-06-22T20:28:08Z,phone,1410,Given-Taken,ENHYPEN,BORDER : DAY ONE,spotify:track:69WpV0U7OMNFGyq8I63dcC,fwdbtn,True,True,13
2023-08-02T01:30:37Z,desktop,7116,All Me,Boys World,All Me,spotify:track:0GKFj6ByvkVL6nBSRmCtd8,endplay,True,True,13
2023-06-24T21:28:00Z,desktop,15725,We Lost The Summer,TOMORROW X TOGETHER,minisode1 : Blue Hour,spotify:track:1WrScpykT891CZhFThXJtj,endplay,True,True,13
2023-12-27T01:27:09Z,phone,19611,Yes I'm A Mess,AJR,Yes I'm A Mess,spotify:track:4Yrt54xR4T8PPOZ7yf9kyT,fwdbtn,True,True,13
2023-12-26T08:12:41Z,phone,42092,Mantrum,Boys World,"me, my girls & i",spotify:track:4egGlbjnx3qErhDHOPIWV4,fwdbtn,True,True,13
2023-06-06T02:32:28Z,desktop,130147,Don't Care,fromis_9,Unlock My World,spotify:track:5UJUpVTzx0VQ960yvi77Pe,endplay,True,True,13
2023-12-19T07:01:19Z,desktop,1346,New Jeans,NewJeans,NewJeans 2nd EP 'Get Up',spotify:track:7woEDtme8YkFiWeyiinIjy,endplay,True,True,13
2023-05-27T01:48:04Z,desktop,5073,SURF,ITZY,Not Shy,spotify:track:5rAjh9qDtJalKfwgxNk2vt,endplay,True,True,13
2024-02-06T03:54:02Z,desktop,44105,Never Ending Song,Conan Gray,Never Ending Song,spotify:track:5BI0zQZciyoQfJxsu8CIn9,endplay,True,True,13
2023-12-19T07:03:00Z,desktop,4272,Turbulence,ATEEZ,ZERO : FEVER EPILOGUE,spotify:track:2wj2Mh7Zmp036eH1aY6nAW,endplay,True,True,13
2023-06-26T02:45:53Z,desktop,3424,Say My Name,ATEEZ,TREASURE EP.2 : Zero To One,spotify:track:2UP7KnRSvc4taXbjOoSX0f,endplay,True,True,13
2023-12-19T07:04:04Z,desktop,1033,Super,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',spotify:track:3AOf6YEpxQ894FmrwI9k96,endplay,True,True,13
2023-12-19T07:01:17Z,desktop,4040,In the morning,ITZY,GUESS WHO,spotify:track:1Wcr8zrKqbUX0zwN8Dbr16,endplay,True,True,13
2024-01-09T12:25:56Z,phone,156927,Wingman,Boys World,While You Were Out,spotify:track:0mxz1904JXdZVO07H0lTcC,fwdbtn,True,True,13
2023-07-06T20:56:54Z,desktop,1439,r u ok,Tate McRae,r u ok,spotify:track:7rq1zCf90CnU7OalBLIgNp,fwdbtn,True,True,13
2023-12-11T05:48:22Z,desktop,1700,Love U Like That,Lauv,Love U Like That,spotify:track:3rmqiQbzPDx7A8p88IRFKg,fwdbtn,True,True,12
2023-12-11T06:00:32Z,desktop,1730,Strangers,Kenya Grace,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,fwdbtn,True,True,12
2023-12-14T23:26:39Z,phone,812,Make Me Feel,EVERGLOW,ALL MY GIRLS,spotify:track:5bXiPL39Zz9ADxgB9CG4eF,endplay,False,True,12
2023-12-11T05:48:28Z,desktop,2500,ETA,NewJeans,NewJeans 2nd EP 'Get Up',spotify:track:56v8WEnGzLByGsDAXDiv4d,fwdbtn,True,True,12
2023-12-19T22:50:03Z,desktop,1880,Thunderous,Stray Kids,NOEASY,spotify:track:0nwTMzpatarzvLvtwwzdCt,fwdbtn,True,True,12
2023-12-19T07:05:23Z,desktop,4806,I ≠ DOLL,HUH YUNJIN,I ≠ DOLL,spotify:track:1d6xaY4JvvqTWfgCeJAtWa,endplay,True,True,12
2023-08-02T15:35:01Z,desktop,2252,Beatbox,NCT DREAM,Beatbox - The 2nd Album Repackage,spotify:track:0CatzXH85XWyBqqdB6qPMB,endplay,True,True,12
2023-12-19T22:20:37Z,desktop,2670,Run BTS,BTS,Proof,spotify:track:69xohKu8C1fsflYAiSNbwM,fwdbtn,True,True,12
2023-12-19T07:02:46Z,desktop,1404,DLC,Stray Kids,5-STAR,spotify:track:6dyXogYZZ45wBgRY1Wq3P1,endplay,True,True,12
